timestamp,user_id,ip_address,device_type,browser,failure_reason,auth_type,threat_level
2025-12-18 00:42:47,20856c62-ace2-4141-8e2f-9544f90cb750,47.146.103.105,Tablet,Safari,None,Token,1
2025-05-29 02:10:41,922811e2-e27c-4b2f-aa72-5ef773c43c06,168.118.40.9,Tablet,Firefox,None,Biometric,9
2025-09-21 07:51:49,7eb2d3ee-8ca2-4f5d-879e-36e7ec588012,136.39.7.67,PC,Chrome,Account Locked,Token,6
2025-05-15 17:27:25,f06aa53e-ebf8-4c8d-8786-0db5cfe34a98,41.90.211.238,PC,Firefox,None,Biometric,9
2025-03-01 16:48:38,e5be12d9-6b24-4dc3-a193-03ca8c7e178e,187.170.118.5,Tablet,Edge,None,Token,10
2025-07-27 00:39:52,4726cdb5-30bf-4249-91b4-ac5013a1709d,185.28.39.191,PC,Firefox,None,Biometric,8
2025-05-21 10:11:30,0271808c-5a6a-4ec0-9c3f-b329706bead8,37.59.195.217,Tablet,Safari,None,Token,0
2025-07-28 14:34:44,75ac6e76-ba43-4142-8640-25b6e9d4c4cd,42.53.7.64,Mobile,Opera,Password Incorrect,Biometric,3
2025-12-04 17:13:41,3a1b7926-1edc-4ff5-bf7c-1b44d67db26d,188.143.165.148,PC,Chrome,Account Locked,Token,9
2025-08-31 09:16:28,372f648c-77e8-4f5a-9a49-41d0f87ff044,96.177.230.13,PC,Chrome,Token Expired,Password,9
2025-02-28 09:45:39,5ea88152-6b6e-4798-bc18-21f5e1a9bcb5,219.236.146.2,Tablet,Opera,Account Locked,Biometric,2
2025-04-08 03:30:54,46979648-2757-4819-a47e-3811be668abf,125.109.190.63,Tablet,Safari,None,Biometric,1
2025-06-03 05:39:28,2dcb70f7-9819-4337-a8d2-a818a531cdb3,213.166.39.92,Tablet,Opera,Password Incorrect,Token,1
2025-10-09 18:43:25,77d6ebe3-aa4c-4ad8-87a8-9dd1679182e0,130.173.180.87,Mobile,Chrome,Password Incorrect,Biometric,3
2025-10-01 03:04:32,4dda4dd3-ad10-4280-bddc-a4cab7b6c89d,202.225.203.213,Mobile,Opera,None,Biometric,8
2025-09-22 20:55:45,a11d3ab1-768b-42c9-8127-88516218bc71,161.127.210.46,Tablet,Chrome,Token Expired,Biometric,7
2025-12-12 01:37:04,8696f33f-15c8-4d1d-95aa-a24bfa853547,178.1.16.206,PC,Chrome,None,Token,10
2025-09-06 21:24:02,fef3f0ca-4a88-460a-88ba-2f253854bb14,129.100.232.36,PC,Opera,None,Token,4
2025-07-25 22:24:57,8cfb16e9-1c2e-46c7-ac9f-11a524f701dc,174.234.148.198,Tablet,Opera,None,Biometric,3
2025-04-16 22:47:26,dd31254d-0559-4b8a-9ae1-99eb0e772a65,106.213.96.35,PC,Safari,Password Incorrect,Biometric,10
2025-04-02 22:41:01,150e0eb0-95d8-45b2-a817-e97deeb9466e,111.30.139.4,PC,Edge,None,Token,5
2025-10-19 01:36:48,b1d5c794-502f-4ff0-a32f-2ecd366f5684,214.33.192.167,Tablet,Safari,Account Locked,Biometric,1
2026-01-20 16:21:35,dfc2be41-1961-4ef6-a3ba-f6a28936b52d,222.79.102.170,PC,Safari,None,Token,7
2025-02-20 07:33:41,ddcc9f1d-93b6-4006-a9b3-fc2a5de8db5a,142.4.161.192,PC,Edge,None,Token,8
2025-06-20 02:24:40,b6a7821c-56fe-42c7-bcee-9a97f6fb1067,160.140.208.241,PC,Edge,None,Password,4
2025-05-02 14:15:02,af71fe15-bce9-4699-8d78-eeeb80d1f2f0,142.20.60.117,PC,Opera,None,Biometric,4
2025-08-15 22:29:25,1b76b69b-4779-42a9-9f96-95d2cf64dd70,219.146.91.73,Tablet,Firefox,None,Password,4
2025-06-08 20:00:58,b78ba0fd-ba1b-41ff-bca4-802b92d68502,190.176.103.55,PC,Chrome,None,Biometric,10
2026-01-18 02:11:40,a5b6eb5f-8421-48bb-84df-b8db6061d97c,14.236.164.64,PC,Safari,None,Token,4
2025-12-14 11:46:54,5f6ab594-f4b1-45fa-aa49-197fe7933b04,214.124.34.255,Mobile,Opera,None,Biometric,0
2025-06-18 19:27:53,b285607b-d6da-4427-b626-9e43a07493b2,77.154.186.174,PC,Opera,Token Expired,Token,9
2025-06-22 12:13:52,d289a2c4-e82f-4063-b59c-a3789fc2b283,114.20.229.114,Tablet,Opera,None,Biometric,0
2025-09-02 13:34:06,e69d2a9e-899a-4757-aeb9-6d363468883a,132.218.13.108,PC,Edge,None,Token,1
2025-07-26 13:49:09,bc9905bf-7491-40b1-ba68-1e9dc837a6d0,177.149.207.62,Tablet,Safari,None,Password,6
2025-10-12 00:55:52,c5c4dca9-90c7-452a-916f-166ba6202a4f,194.15.177.70,Mobile,Chrome,None,Biometric,7
2025-08-12 12:17:54,0e63d8c6-6bba-4d3d-a107-26a33f5c3521,213.4.56.101,Tablet,Safari,None,Biometric,4
2025-03-18 04:17:46,7ea22265-3a47-4637-8021-b12b06e9f3be,152.199.185.121,Mobile,Opera,None,Token,7
2025-05-31 04:08:42,3a29fc61-a937-46ab-8fc2-1f93418d1a2c,208.18.122.98,Tablet,Edge,Account Locked,Token,1
2026-01-14 02:57:30,fa148422-1bcc-43bf-b056-b3b6adf7596b,150.34.226.121,PC,Firefox,None,Biometric,3
2025-04-04 14:57:02,4efda30d-003b-475f-b67e-9f3d53e0a381,113.53.158.166,Tablet,Safari,None,Biometric,4
2025-07-22 04:31:44,44d3ef3e-c4cf-4979-b10b-6140323cb170,215.138.98.102,Tablet,Chrome,None,Password,4
2025-04-06 08:13:11,7cb53d04-ae29-48b8-8a71-7adf787a145c,152.26.147.81,PC,Safari,None,Password,1
2025-09-16 19:43:17,b2809246-020b-4507-8828-afa940c4c1dc,60.48.154.125,Mobile,Opera,None,Token,8
2025-05-02 22:55:03,5f9c504e-df1e-4d9a-8882-a528dbae531c,73.80.88.140,PC,Opera,Account Locked,Biometric,2
2025-12-15 05:37:39,09179801-f8cb-4ede-9c71-6575ed812eb2,185.92.24.102,PC,Opera,None,Biometric,1
2025-05-19 21:31:02,880a8830-71b7-436f-a007-601968b8e3f2,143.95.185.245,Mobile,Safari,None,Biometric,10
2025-06-23 21:47:34,3fcce74a-5eed-427c-bad6-c3cfbb210784,132.13.32.20,Tablet,Edge,None,Password,10
2025-04-23 18:29:05,23f70186-2931-41f9-a4fb-e67d5d177f85,167.179.158.46,Tablet,Chrome,None,Biometric,5
2025-06-12 00:35:55,73df0cc5-5106-4b55-9260-8569e9f0b02f,204.36.52.13,Tablet,Chrome,Account Locked,Password,7
2025-11-14 05:44:41,44963ff4-15f5-402d-b312-15cf5fa9c2e9,147.191.239.117,Tablet,Opera,Account Locked,Biometric,5
2025-05-20 06:44:06,f27f4170-df7e-4a85-925d-a2c43a033bd1,17.220.79.117,Tablet,Chrome,None,Password,8
2025-07-18 14:58:40,fa452d71-3075-4d8b-b33b-12a2ce53c137,207.211.220.76,Tablet,Safari,None,Password,0
2025-05-16 17:52:54,04921f04-9181-4dad-b1b6-389bfebbad98,218.71.164.226,PC,Edge,Token Expired,Biometric,1
2026-02-05 18:24:23,fc774f76-6d64-4dfc-a4c6-2f30e95a562b,107.234.238.197,Tablet,Edge,None,Token,1
2025-07-29 20:36:41,5cb77761-dc05-4237-b37a-0eb6988a90c7,93.207.99.230,Tablet,Edge,None,Password,9
2025-03-20 13:52:02,595fc816-f43b-4dcd-b518-e586c39cb5a0,110.221.214.218,Tablet,Firefox,Password Incorrect,Biometric,9
2025-06-30 04:05:51,e495b86c-3a54-4a26-9a8d-be01089a1201,215.236.101.143,Mobile,Opera,None,Password,2
2025-03-25 12:49:53,abbf1830-08fd-4702-8906-28c93f42ea07,173.232.171.34,PC,Safari,Account Locked,Token,0
2025-10-19 08:52:01,7d175b9e-732d-4cb8-8e83-4faf40010465,204.70.194.87,Mobile,Firefox,None,Token,10
2025-03-30 06:49:44,45d25e5b-5414-4f07-aac4-9349da4042e4,25.234.158.21,Mobile,Firefox,None,Biometric,10
2025-07-17 05:21:09,1b2b74e5-8cd5-4021-b183-609c2ccb2961,137.112.57.103,Mobile,Firefox,Token Expired,Password,10
2025-11-13 21:00:49,1f03e732-4bbf-491d-a23f-34a6f54012e5,172.119.28.204,PC,Safari,Password Incorrect,Password,5
2025-05-11 14:30:57,22107de1-90ea-43c5-9d91-3bcf38757969,159.244.150.144,Tablet,Edge,None,Password,2
2025-08-11 18:55:00,8d960719-1c46-4fa7-ab62-b5c149f0bf20,220.92.209.227,Tablet,Safari,None,Biometric,4
2026-02-06 20:09:37,230a7f25-66c8-44ea-82cd-e029021e7abf,191.34.57.247,Mobile,Firefox,Account Locked,Password,10
2025-11-11 09:12:36,58101691-3749-4a89-8e5d-ff9e4b56a34f,223.190.104.131,Mobile,Safari,None,Token,1
2025-05-24 09:49:44,b1fa9439-fac7-4134-849f-28c5983de295,169.14.222.224,Mobile,Chrome,None,Token,2
2025-06-23 12:30:31,90a21205-67f1-4020-86b2-2412f2215b54,92.233.61.126,Mobile,Opera,Token Expired,Token,0
2025-12-31 18:45:51,ad819dec-aefa-4a34-a7ea-733816ebae22,206.235.45.77,PC,Chrome,None,Biometric,10
2025-03-04 15:08:45,57a33967-115f-4eb1-b256-789b5467ad9b,210.2.91.122,PC,Edge,Account Locked,Password,1
2025-08-15 18:39:27,757cb9e9-ad93-4686-9869-75035c621056,114.150.175.108,Mobile,Edge,None,Token,7
2025-02-20 12:41:03,c30d4960-1fa9-4a92-9156-23c8223fd15f,147.39.44.96,Mobile,Safari,None,Biometric,8
2026-01-31 13:01:43,b41669c1-4777-473b-9121-45df8e8d489b,134.63.31.143,Mobile,Safari,Token Expired,Token,8
2025-06-30 23:18:23,51c19350-b295-49e5-a60a-5d5af81c43a3,91.63.8.81,Mobile,Firefox,Password Incorrect,Biometric,3
2025-03-12 14:30:22,fde8b469-cee2-4934-9951-c7622a62acc6,191.255.138.192,Mobile,Edge,None,Biometric,4
2025-10-22 17:41:14,ddfbb6aa-f7a0-4c93-94af-be5c2e022268,111.97.73.154,Tablet,Edge,None,Password,5
2026-02-02 12:09:38,c534b6f4-b026-4d67-88b1-dfc26c4587a1,147.135.38.134,Mobile,Safari,None,Password,9
2025-12-09 12:11:25,5a4ea72d-5690-42e4-89a1-b0019e1e3c60,132.135.248.121,PC,Firefox,Token Expired,Token,9
2025-04-21 12:25:03,c49cadcb-f1b6-4b9e-ab2c-1f9ba59772c7,23.37.220.4,Mobile,Edge,Token Expired,Biometric,9
2025-09-20 01:38:29,3e82f239-70d8-461e-8b7b-05728b7a9581,149.157.127.82,PC,Edge,None,Token,5
2025-04-30 18:05:22,162dd083-ae6c-4be4-bb65-7a0bb3c88457,211.21.222.82,PC,Chrome,Account Locked,Token,6
2025-04-03 16:40:14,0ad72202-a26e-4b2b-9ab5-d3445776cf78,215.92.172.29,Mobile,Opera,None,Token,2
2026-01-19 15:57:49,cbf9f1b8-1d44-448d-a8cf-af8b768e277e,134.248.31.222,PC,Opera,None,Biometric,5
2025-12-25 15:34:09,4e011cd7-f490-41f5-a1de-04d7603067b7,208.151.83.174,PC,Opera,None,Password,4
2025-12-19 13:42:38,28366491-c03e-42f8-967c-4e4028a79da7,164.148.186.232,Tablet,Edge,None,Token,7
2025-04-03 05:28:38,94953ff3-2d5c-4369-824c-1535832f3b97,154.251.2.21,PC,Chrome,None,Token,4
2025-09-16 20:06:15,8a00064b-ca20-43b4-be70-c10db65ded28,55.133.97.138,PC,Opera,None,Password,5
2025-02-26 22:26:09,0b23cfc3-9348-445e-9c95-1c2798ff73e3,205.53.246.235,Tablet,Chrome,Account Locked,Token,7
2025-02-17 13:57:37,bce7babf-f818-4ccf-a922-2b16ba560ce8,147.172.80.211,Mobile,Opera,None,Token,8
2025-11-04 01:49:44,4f8cbfba-6922-4d5b-be52-8e9161697327,220.11.85.158,Tablet,Firefox,None,Biometric,3
2026-01-13 10:20:40,8bf070f3-f332-4e54-8c89-f478108f6877,198.176.204.111,Mobile,Chrome,None,Token,8
2025-06-05 13:27:52,66b097b8-4f93-4d13-8d27-021ea7b76e73,102.45.162.239,Tablet,Safari,None,Password,9
2025-05-01 08:34:45,0fbd0e40-eda0-41af-932e-1e34de7fd264,167.162.198.173,PC,Opera,None,Token,7
2025-03-17 04:24:01,741c7c01-3d08-4b3f-88bc-179625b52c81,187.188.173.74,Tablet,Chrome,Token Expired,Token,2
2025-03-25 21:33:34,bfcba6e7-b2aa-487b-8af1-78b045feeda2,47.177.88.183,Tablet,Opera,None,Password,9
2025-06-25 23:35:53,6a131cc9-c1a7-47ef-9a2c-fe57df2a5a94,187.199.155.13,Tablet,Chrome,None,Token,0
2025-09-07 16:24:39,e3883594-108c-4aff-ae44-eea074e41dbb,104.85.138.44,Mobile,Firefox,None,Password,6
2025-03-20 00:25:49,6fdc516c-55b1-48fa-bee9-4b3aa001736f,62.173.194.240,Tablet,Firefox,None,Password,0
2026-01-23 06:52:24,d262c6d1-b15e-4467-88f3-34d686c7fecd,131.249.152.191,Tablet,Chrome,Password Incorrect,Password,0
2025-12-04 10:16:24,97b4e4a8-cee7-4fbd-be57-93a15a252bf5,197.254.183.111,PC,Firefox,None,Biometric,0
2025-02-18 22:17:32,575ba877-bdda-49d4-b274-90a45f6db835,203.96.45.50,PC,Firefox,None,Biometric,8
2025-04-15 17:08:06,8bc2a5f1-e5d8-4037-8e58-0dc5c16a215b,158.255.222.100,PC,Chrome,None,Token,1
2025-05-26 18:32:33,ebf5af83-9609-4c62-a569-44796065a88c,69.83.204.1,Mobile,Opera,None,Password,2
2025-10-31 07:27:12,b002eb52-7df6-41be-9494-8e6078c10bd3,198.177.62.123,PC,Firefox,None,Password,3
2025-04-06 07:21:01,5e54b342-4232-474f-97fe-09c0d38d1f2d,140.195.168.215,Tablet,Chrome,None,Biometric,10
2025-11-11 17:41:43,d2fe9baa-2c7b-4708-88c6-457be5d01660,216.224.239.243,Mobile,Edge,Token Expired,Token,10
2025-06-10 09:56:59,9671fe9c-4684-448d-9db4-6ec215046ca4,4.110.173.203,Mobile,Chrome,None,Biometric,8
2025-10-03 12:55:25,946261a8-538f-4098-951a-83bbc7147e5c,202.201.7.59,Mobile,Opera,None,Password,2
2025-08-24 02:47:24,1d1ba73e-1871-418d-8053-3d0f04c15c4b,109.221.161.118,PC,Chrome,None,Biometric,5
2025-08-06 07:26:18,ab8f4492-c808-411c-9903-5ccce2dcf045,140.143.205.87,Tablet,Opera,Token Expired,Biometric,6
2025-12-30 18:59:29,70a06038-575a-4311-9543-792f6f327b4d,134.206.251.10,PC,Edge,Account Locked,Password,8
2025-02-20 23:42:58,d8b6c443-e971-48da-b949-0372002b0022,164.166.26.192,Mobile,Chrome,Password Incorrect,Biometric,0
2025-11-08 19:41:06,a16694c8-861b-4f4e-a36d-c9b631ba585a,15.86.8.16,PC,Edge,None,Password,4
2025-03-26 13:37:13,c359c3ea-41d5-4a6c-94cd-81e0c6db9aee,194.205.215.124,Mobile,Opera,Password Incorrect,Password,7
2025-02-24 11:46:57,a429bf6a-3a10-4ad7-aba0-f20eac6daf99,43.146.226.106,PC,Safari,Token Expired,Token,8
2025-11-10 00:37:41,35996efa-e816-4134-946d-9040ec321217,170.132.34.77,Mobile,Opera,None,Biometric,3
2025-07-18 15:58:31,c8e3c238-bc6b-4281-b867-2089167ec4db,145.49.19.33,Tablet,Safari,Account Locked,Token,9
2025-10-04 14:09:04,3872aa89-17a3-4029-8c58-44732bd1e339,208.223.66.222,Tablet,Opera,None,Token,10
2025-04-08 07:24:30,f1f3eace-5973-4c26-9dcc-7af2ae726eee,117.220.238.228,Tablet,Chrome,None,Biometric,0
2025-08-01 23:10:15,edf15e3e-9910-4fa9-bd73-5882021241ac,214.55.133.84,Tablet,Safari,None,Token,10
2026-01-19 05:38:28,ec45e8f9-bfbf-499c-adc0-474229cd6c4d,65.8.233.91,Mobile,Firefox,None,Biometric,2
2025-02-28 09:13:44,33500456-4f88-4668-8aaf-2aa0eec189a3,204.78.84.84,Mobile,Opera,Account Locked,Biometric,9
2025-04-12 12:04:17,270cbd86-d689-4c59-9510-1d48b4ee96d3,212.239.71.230,PC,Safari,Password Incorrect,Password,3
2025-05-15 07:41:17,5622a70e-f566-4358-abb0-10e89774ff2e,213.79.35.96,Tablet,Chrome,None,Password,3
2025-12-18 04:55:27,a98f3989-9ac6-4b71-811f-24fc236bef84,132.25.202.69,Tablet,Safari,Account Locked,Biometric,1
2025-03-29 06:06:10,c8614756-ffb5-48d9-8027-b7f44658c134,198.131.2.157,Tablet,Edge,None,Password,9
2025-09-26 00:02:30,dcdcdcef-e3e8-4929-9d63-cc5492df5616,214.160.115.44,Tablet,Edge,Account Locked,Password,9
2025-03-28 12:57:56,7fbd8bbd-50fe-4027-930f-d81a936e773f,84.14.100.145,Mobile,Edge,Account Locked,Biometric,9
2025-11-11 23:44:30,4978e028-58cd-4c88-97ea-cb36a187e028,111.198.200.154,Tablet,Safari,None,Biometric,0
2025-04-13 19:26:56,3098792d-bd48-48f0-a466-5dc9bdaedda5,223.69.207.177,Mobile,Opera,None,Password,0
2025-06-17 07:30:47,d7d74443-3c1a-41c2-938f-ee325bae2995,209.46.223.3,PC,Firefox,None,Password,4
2025-03-15 23:22:55,a4eea2d6-5e62-459c-be8e-7e1dcc8dde5d,209.135.240.218,Tablet,Chrome,None,Biometric,3
2025-08-15 21:51:53,8ff3ff4a-6043-45eb-bda8-f56b821ad4f5,25.148.239.216,Mobile,Chrome,Account Locked,Password,3
2025-06-15 01:00:33,789b8233-7aaf-45cd-b475-aa7eaa47dc1c,44.65.70.211,Tablet,Edge,None,Password,8
2025-03-04 17:04:13,b50ca0bb-e20d-4b95-8612-101e9b8ddf13,26.2.44.166,PC,Firefox,Token Expired,Biometric,3
2025-11-30 21:36:52,a001c856-603d-43ce-9c41-ca74f094a565,153.65.199.16,Mobile,Edge,None,Biometric,7
2025-05-01 05:29:48,42b5d778-3cb6-48a4-a648-7bb9b118fc61,90.64.217.255,Tablet,Chrome,None,Biometric,5
2026-02-13 11:42:57,7cb92e72-97c2-4804-a8d4-47edbf613411,212.43.50.51,Mobile,Edge,Token Expired,Token,7
2026-02-13 16:46:47,0fa26bee-4c71-4d50-9c3b-8e5de3e37087,222.188.174.215,PC,Edge,None,Password,6
2025-12-08 17:28:21,cd71770d-2ce0-4bfb-9561-0537a6488e16,154.218.197.74,PC,Safari,None,Biometric,10
2025-10-23 20:03:48,19a584c7-2bed-46e1-bbf7-8c4f49182a24,27.188.224.213,Tablet,Opera,None,Biometric,0
2025-07-27 22:49:06,cab0dd60-ea67-4835-8fe1-730a6b427888,147.193.208.143,Tablet,Safari,None,Biometric,8
2025-05-24 08:14:39,669d48f1-c3c7-4bc2-b7e8-e0bf4997079e,206.221.242.158,Tablet,Safari,None,Biometric,7
2025-11-06 23:43:23,1e6c9c0c-98bf-4edf-b031-bbeeddf7e9be,184.67.103.207,Tablet,Chrome,Password Incorrect,Token,6
2025-04-03 11:36:43,95674b8e-a16a-42b6-be1d-0566cec12b1e,219.130.185.129,Mobile,Firefox,Password Incorrect,Token,2
